timestamp_sec,model_name,ns3_node_id,robot_x,robot_y,robot_z,distance_to_base,rssi_dbm,snr_db,packets_sent,packets_received,packets_lost,packet_loss_rate
12.2095,robot_2,2,-5,0,0,5,-30.6571,63.3089,4,11,0,0
12.2105,robot_2,2,-5,0,0,5,-30.6571,63.3089,4,11,0,0
12.2115,robot_2,2,-5,0,0,5,-30.6571,63.3089,4,11,0,0
12.2125,robot_2,2,-5,0,0,5,-30.6571,63.3089,4,11,0,0
12.2135,robot_2,2,-5,0,0,5,-30.6571,63.3089,4,11,0,0
12.2145,robot_2,2,-5,0,0,5,-30.6571,63.3089,4,11,0,0
12.2155,robot_2,2,-5,0,0,5,-30.6571,63.3089,4,11,0,0
12.2165,robot_2,2,-5,0,0,5,-30.6571,63.3089,4,11,0,0
12.2175,robot_2,2,-5,0,0,5,-30.6571,63.3089,4,11,0,0
12.2185,robot_2,2,-5,0,0,5,-30.6571,63.3089,4,11,0,0
12.2195,robot_2,2,-5,0,0,5,-30.6571,63.3089,4,11,0,0
12.2205,robot_2,2,-5,0,0,5,-30.6571,63.3089,4,11,0,0
12.2215,robot_2,2,-5,0,0,5,-30.6571,63.3089,4,11,0,0
12.2226,robot_2,2,-5,0,0,5,-30.6571,63.3089,4,11,0,0
12.2236,robot_2,2,-5,0,0,5,-30.6571,63.3089,4,11,0,0
12.2245,robot_2,2,-5,0,0,5,-30.6571,63.3089,4,11,0,0
12.2255,robot_2,2,-5,0,0,5,-30.6571,63.3089,4,11,0,0
